pathway	pval	padj	ES	NES	nMoreExtreme	size
ALS.MetaBrainCerebellum	0.682517151644192	0.947783251231527	0.497788363388908	0.772732055501353	2884	2
Schizophrenia.MetaBrainCortex	0.993251410153102	0.993251410153102	-0.154487387996707	-0.720413263757922	9860	463
ALS.MetaBrainCortex	0.756925207756233	0.947783251231527	-0.557440989922073	-0.8329373418533	4371	2
Schizophrenia.MetaBrain	0.829310344827586	0.947783251231527	-0.18853091088103	-0.868834750827957	8176	338
MS.MetaBrain	0.695956629771855	0.947783251231527	-0.214933570819873	-0.885552307508704	6161	91
Schizophrenia.MetaBrainCerebellum	0.510904361744698	0.947783251231527	-0.21065522297006	-0.997641719693627	5106	983
MS.MetaBrainCerebellum	0.216933445661331	0.867733782645324	-0.254047218162141	-1.12841262297198	2059	185
MS.MetaBrainCortex	0.0015804446317564	0.0126435570540512	-0.338544961361907	-1.5040521238202	14	186
