pathway	pval	padj	ES	NES	nMoreExtreme	size
ALS.MetaBrainCortex	0.311568843115688	0.498510148985102	0.793126913916298	1.60540818327136	3115	2
ALS.MetaBrainCerebellum	0.242275772422758	0.498510148985102	0.885335148009527	1.48853787536153	2422	2
Schizophrenia.MetaBrainCerebellum	0.0190980901909809	0.152784721527847	0.849378611842567	1.01849998361715	190	983
Schizophrenia.MetaBrainCortex	0.164283571642836	0.498510148985102	0.841914584595177	1.01088573016398	1642	463
MS.MetaBrain	0.304569543045695	0.498510148985102	0.849318239418772	1.01074272194609	3045	91
MS.MetaBrainCortex	0.383961603839616	0.511948805119488	0.839209513731086	1.0049310314654	3839	186
Schizophrenia.MetaBrain	0.683531646835316	0.720527947205279	0.828431256710915	0.994233805876527	6835	338
MS.MetaBrainCerebellum	0.720527947205279	0.720527947205279	0.826946075368382	0.989409459156263	7205	185
