pathway	pval	padj	ES	NES	nMoreExtreme	size
MS.MetaBrainCortex	0.00011401208528104	0.000304032227416106	0.424106567980295	2.24459376166033	0	860
MS.MetaBrainCerebellum	0.000112410071942446	0.000304032227416106	0.31603680304722	1.68174940298056	0	950
ALS.MetaBrainCerebellum	0.0210398191618849	0.0336637106590158	0.690194933893629	1.60092159174578	120	8
MS.MetaBrain	0.000241283628905779	0.000482567257811558	0.277166075909848	1.42922887430542	1	557
Schizophrenia.MetaBrainCerebellum	0.000100391526955125	0.000304032227416106	0.220199313014867	1.22162121629603	0	4737
ALS.MetaBrainCortex	0.355609756097561	0.406411149825784	0.322005660529808	1.07445822326804	2186	30
Schizophrenia.MetaBrainCortex	0.31381780962129	0.406411149825784	0.187208732787153	1.03114784104545	3065	2507
Schizophrenia.MetaBrain	0.80954356846473	0.80954356846473	0.170378416902547	0.9343652984304	7803	2024
