pathway	pval	padj	ES	NES	nMoreExtreme	size
ALS.MetaBrainCortex	0.587541245875412	1	0.472378043341603	0.910218524040994	5875	2
MS.MetaBrainCerebellum	0.95970402959704	1	0.27416757842754	0.901063162514937	9597	185
Schizophrenia.MetaBrain	0.98960103989601	1	0.268292179226981	0.89356286002378	9896	338
MS.MetaBrainCortex	0.987401259874013	1	0.266556396050397	0.874712907034895	9874	186
Schizophrenia.MetaBrainCerebellum	1	1	0.253033281062307	0.860785338473271	10000	983
Schizophrenia.MetaBrainCortex	1	1	0.249403074970737	0.838238803661251	10000	463
MS.MetaBrain	0.989201079892011	1	0.262650152641264	0.828157449801118	9892	91
ALS.MetaBrainCerebellum	0.927907209279072	1	0.210264686777306	0.38705404273725	9279	2
