pathway	pval	padj	ES	NES	nMoreExtreme	size
ALS.MetaBrainCerebellum	0.297870212978702	0.321067893210679	0.769649540660089	1.26628239535827	2978	2
ALS.MetaBrainCortex	0.321067893210679	0.321067893210679	0.756694147217328	1.24496725674669	3210	2
MS.MetaBrainCortex	9.99900009999e-05	0.0003999600039996	0.654923446668748	1.15279090028648	0	186
Schizophrenia.MetaBrainCortex	9.99900009999e-05	0.0003999600039996	0.630516185241765	1.12061626234254	0	463
MS.MetaBrain	0.0470952904709529	0.0709262407092624	0.622176069131438	1.08081419608948	470	91
Schizophrenia.MetaBrain	0.015998400159984	0.031996800319968	0.596703765769888	1.05777685656513	159	338
Schizophrenia.MetaBrainCerebellum	0.0044995500449955	0.011998800119988	0.591765866637965	1.05613005341924	44	983
MS.MetaBrainCerebellum	0.0531946805319468	0.0709262407092624	0.599714941137303	1.055592732859	531	185
