pathway	pval	padj	ES	NES	nMoreExtreme	size
MS.MetaBrainCortex	9.99900009999e-05	0.0003999600039996	0.432935428180052	1.24431562418663	0	959
MS.MetaBrain	0.0002999700029997	0.0007999200079992	0.413008274170399	1.1749488850546	2	593
MS.MetaBrainCerebellum	9.99900009999e-05	0.0003999600039996	0.406324542420823	1.16805848756985	0	983
Schizophrenia.MetaBrainCerebellum	0.0004999500049995	0.000999900009999	0.369402575785136	1.07171176623154	4	4820
Schizophrenia.MetaBrain	0.011998800119988	0.0191980801919808	0.384277610964943	1.06602217551213	119	1985
Schizophrenia.MetaBrainCortex	0.0163983601639836	0.0218644802186448	0.373871005482457	1.05960722106215	163	2487
ALS.MetaBrainCortex	0.821317868213179	0.821317868213179	0.355978845560049	0.836006109256726	8213	28
ALS.MetaBrainCerebellum	0.79042095790421	0.821317868213179	0.392107558897785	0.808566797481275	7904	11
